fixture,kind,screen_pass,runtime,operation,option,source,max_abs,mean_abs,unequal,nonfinite_pattern_difference,elements,nonzero_distribution
cats_green_stride4,natural_sample,True,numpy,sf,2,2,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,numpy,sf,2,3,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,numpy,spec,0,1,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,numpy,spec,0,2,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,numpy,spec,0,3,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,numpy,spec,1,1,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,numpy,spec,1,2,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,numpy,spec,1,3,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,numpy,spec,2,1,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,numpy,spec,2,2,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,numpy,spec,2,3,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,sf,0,1,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,sf,0,2,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,sf,0,3,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,sf,1,1,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,sf,1,2,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,sf,1,3,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,sf,2,1,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,sf,2,2,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,sf,2,3,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,spec,0,1,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,spec,0,2,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,spec,0,3,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,spec,1,1,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,spec,1,2,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,spec,1,3,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,spec,2,1,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,spec,2,2,0.0,0.0,0,0,90000,{}
cats_green_stride4,natural_sample,True,matched_pyfftw,spec,2,3,0.0,0.0,0,0,90000,{}
