fixture,operation,variant,runtime,option,source,max_abs,mean_abs,unequal,nonfinite_pattern_difference,elements
primitives_8x5,sf,octave_decomposition,python,2,2,0.0,0.0,0,0,40
primitives_8x5,sf,octave_decomposition,python,2,3,0.0,0.0,0,0,40
primitives_8x5,sf,octave_decomposition,octave_inverse_and_scaling,2,1,0.0,0.0,0,0,40
primitives_8x5,sf,octave_decomposition,octave_inverse_and_scaling,2,2,0.0,0.0,0,0,40
primitives_8x5,sf,octave_decomposition,octave_inverse_and_scaling,2,3,0.0,0.0,0,0,40
primitives_8x5,spec,native,python,0,1,0.0,0.0,0,0,40
primitives_8x5,spec,native,python,0,2,0.0,0.0,0,0,40
primitives_8x5,spec,native,python,0,3,110.0,45.35,40,0,40
primitives_8x5,spec,native,octave_inverse_and_scaling,0,1,0.0,0.0,0,0,40
primitives_8x5,spec,native,octave_inverse_and_scaling,0,2,0.0,0.0,0,0,40
primitives_8x5,spec,native,octave_inverse_and_scaling,0,3,110.0,45.35,40,0,40
primitives_8x5,spec,native,python,1,1,1.0,0.4,16,0,40
primitives_8x5,spec,native,python,1,2,1.0,0.3,12,0,40
primitives_8x5,spec,native,python,1,3,113.0,45.675,40,0,40
primitives_8x5,spec,native,octave_inverse_and_scaling,1,1,1.0,0.4,16,0,40
primitives_8x5,spec,native,octave_inverse_and_scaling,1,2,1.0,0.3,12,0,40
primitives_8x5,spec,native,octave_inverse_and_scaling,1,3,113.0,45.675,40,0,40
primitives_8x5,spec,native,python,2,1,8.0,4.3,39,0,40
primitives_8x5,spec,native,python,2,2,9.0,4.05,37,0,40
primitives_8x5,spec,native,python,2,3,118.0,48.7,40,0,40
primitives_8x5,spec,native,octave_inverse_and_scaling,2,1,8.0,4.3,39,0,40
primitives_8x5,spec,native,octave_inverse_and_scaling,2,2,9.0,4.05,37,0,40
primitives_8x5,spec,native,octave_inverse_and_scaling,2,3,118.0,48.7,40,0,40
primitives_8x5,spec,octave_decomposition,python,0,1,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,python,0,2,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,python,0,3,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,octave_inverse_and_scaling,0,1,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,octave_inverse_and_scaling,0,2,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,octave_inverse_and_scaling,0,3,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,python,1,1,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,python,1,2,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,python,1,3,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,octave_inverse_and_scaling,1,1,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,octave_inverse_and_scaling,1,2,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,octave_inverse_and_scaling,1,3,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,python,2,1,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,python,2,2,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,python,2,3,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,octave_inverse_and_scaling,2,1,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,octave_inverse_and_scaling,2,2,0.0,0.0,0,0,40
primitives_8x5,spec,octave_decomposition,octave_inverse_and_scaling,2,3,0.0,0.0,0,0,40
