runtime,fixture,operation,option,source,max_abs,mean_abs,unequal,nonfinite_pattern_difference,elements
octave_default,primitives_5x7,spec,1,1,0.0,0.0,0,0,35
octave_default,primitives_5x7,spec,1,2,0.0,0.0,0,0,35
octave_default,primitives_5x7,spec,1,3,0.0,0.0,0,0,35
octave_default,primitives_5x7,spec,2,1,0.0,0.0,0,0,35
octave_default,primitives_5x7,spec,2,2,0.0,0.0,0,0,35
octave_default,primitives_5x7,spec,2,3,0.0,0.0,0,0,35
octave_default,primitives_5x8,sf,0,1,0.0,0.0,0,0,40
octave_default,primitives_5x8,sf,0,2,0.0,0.0,0,0,40
octave_default,primitives_5x8,sf,0,3,0.0,0.0,0,0,40
octave_default,primitives_5x8,sf,1,1,0.0,0.0,0,0,40
octave_default,primitives_5x8,sf,1,2,0.0,0.0,0,0,40
octave_default,primitives_5x8,sf,1,3,0.0,0.0,0,0,40
octave_default,primitives_5x8,sf,2,1,0.0,0.0,0,0,40
octave_default,primitives_5x8,sf,2,2,0.0,0.0,0,0,40
octave_default,primitives_5x8,sf,2,3,0.0,0.0,0,0,40
octave_default,primitives_5x8,spec,0,1,0.0,0.0,0,0,40
octave_default,primitives_5x8,spec,0,2,0.0,0.0,0,0,40
octave_default,primitives_5x8,spec,0,3,0.0,0.0,0,0,40
octave_default,primitives_5x8,spec,1,1,0.0,0.0,0,0,40
octave_default,primitives_5x8,spec,1,2,0.0,0.0,0,0,40
octave_default,primitives_5x8,spec,1,3,0.0,0.0,0,0,40
octave_default,primitives_5x8,spec,2,1,0.0,0.0,0,0,40
octave_default,primitives_5x8,spec,2,2,0.0,0.0,0,0,40
octave_default,primitives_5x8,spec,2,3,0.0,0.0,0,0,40
octave_default,primitives_6x8,sf,0,1,0.0,0.0,0,0,48
octave_default,primitives_6x8,sf,0,2,0.0,0.0,0,0,48
octave_default,primitives_6x8,sf,0,3,0.0,0.0,0,0,48
octave_default,primitives_6x8,sf,1,1,0.0,0.0,0,0,48
octave_default,primitives_6x8,sf,1,2,0.0,0.0,0,0,48
octave_default,primitives_6x8,sf,1,3,0.0,0.0,0,0,48
octave_default,primitives_6x8,sf,2,1,0.0,0.0,0,0,48
octave_default,primitives_6x8,sf,2,2,0.0,0.0,0,0,48
octave_default,primitives_6x8,sf,2,3,0.0,0.0,0,0,48
octave_default,primitives_6x8,spec,0,1,0.0,0.0,0,0,48
octave_default,primitives_6x8,spec,0,2,0.0,0.0,0,0,48
octave_default,primitives_6x8,spec,0,3,0.0,0.0,0,0,48
octave_default,primitives_6x8,spec,1,1,0.0,0.0,0,0,48
octave_default,primitives_6x8,spec,1,2,0.0,0.0,0,0,48
octave_default,primitives_6x8,spec,1,3,0.0,0.0,0,0,48
octave_default,primitives_6x8,spec,2,1,0.0,0.0,0,0,48
octave_default,primitives_6x8,spec,2,2,0.0,0.0,0,0,48
octave_default,primitives_6x8,spec,2,3,0.0,0.0,0,0,48
octave_default,primitives_8x5,sf,0,1,0.0,0.0,0,0,40
octave_default,primitives_8x5,sf,0,2,0.0,0.0,0,0,40
octave_default,primitives_8x5,sf,0,3,0.0,0.0,0,0,40
octave_default,primitives_8x5,sf,1,1,0.0,0.0,0,0,40
octave_default,primitives_8x5,sf,1,2,0.0,0.0,0,0,40
octave_default,primitives_8x5,sf,1,3,0.0,0.0,0,0,40
octave_default,primitives_8x5,sf,2,1,0.0,0.0,0,0,40
octave_default,primitives_8x5,sf,2,2,0.0,0.0,0,0,40
octave_default,primitives_8x5,sf,2,3,0.0,0.0,0,0,40
octave_default,primitives_8x5,spec,0,1,0.0,0.0,0,0,40
octave_default,primitives_8x5,spec,0,2,0.0,0.0,0,0,40
octave_default,primitives_8x5,spec,0,3,0.0,0.0,0,0,40
octave_default,primitives_8x5,spec,1,1,0.0,0.0,0,0,40
octave_default,primitives_8x5,spec,1,2,0.0,0.0,0,0,40
octave_default,primitives_8x5,spec,1,3,0.0,0.0,0,0,40
octave_default,primitives_8x5,spec,2,1,0.0,0.0,0,0,40
octave_default,primitives_8x5,spec,2,2,0.0,0.0,0,0,40
octave_default,primitives_8x5,spec,2,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_16x18,sf,0,1,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,sf,0,2,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,sf,0,3,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,sf,1,1,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,sf,1,2,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,sf,1,3,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,sf,2,1,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,sf,2,2,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,sf,2,3,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,spec,0,1,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,spec,0,2,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,spec,0,3,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,spec,1,1,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,spec,1,2,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,spec,1,3,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,spec,2,1,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,spec,2,2,0.0,0.0,0,0,288
octave_estimate_1,primitives_16x18,spec,2,3,0.0,0.0,0,0,288
octave_estimate_1,primitives_5x7,sf,0,1,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,sf,0,2,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,sf,0,3,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,sf,1,1,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,sf,1,2,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,sf,1,3,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,sf,2,1,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,sf,2,2,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,sf,2,3,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,spec,0,1,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,spec,0,2,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,spec,0,3,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,spec,1,1,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,spec,1,2,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,spec,1,3,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,spec,2,1,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,spec,2,2,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x7,spec,2,3,0.0,0.0,0,0,35
octave_estimate_1,primitives_5x8,sf,0,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,sf,0,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,sf,0,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,sf,1,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,sf,1,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,sf,1,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,sf,2,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,sf,2,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,sf,2,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,spec,0,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,spec,0,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,spec,0,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,spec,1,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,spec,1,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,spec,1,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,spec,2,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,spec,2,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_5x8,spec,2,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_6x8,sf,0,1,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,sf,0,2,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,sf,0,3,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,sf,1,1,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,sf,1,2,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,sf,1,3,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,sf,2,1,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,sf,2,2,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,sf,2,3,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,spec,0,1,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,spec,0,2,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,spec,0,3,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,spec,1,1,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,spec,1,2,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,spec,1,3,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,spec,2,1,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,spec,2,2,0.0,0.0,0,0,48
octave_estimate_1,primitives_6x8,spec,2,3,0.0,0.0,0,0,48
octave_estimate_1,primitives_8x5,sf,0,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,sf,0,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,sf,0,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,sf,1,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,sf,1,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,sf,1,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,sf,2,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,sf,2,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,sf,2,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,spec,0,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,spec,0,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,spec,0,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,spec,1,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,spec,1,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,spec,1,3,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,spec,2,1,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,spec,2,2,0.0,0.0,0,0,40
octave_estimate_1,primitives_8x5,spec,2,3,0.0,0.0,0,0,40
octave_measure_1,primitives_16x18,sf,0,1,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,sf,0,2,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,sf,0,3,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,sf,1,1,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,sf,1,2,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,sf,1,3,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,sf,2,1,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,sf,2,2,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,sf,2,3,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,spec,0,1,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,spec,0,2,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,spec,0,3,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,spec,1,1,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,spec,1,2,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,spec,1,3,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,spec,2,1,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,spec,2,2,0.0,0.0,0,0,288
octave_measure_1,primitives_16x18,spec,2,3,0.0,0.0,0,0,288
octave_measure_1,primitives_5x7,sf,0,1,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,sf,0,2,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,sf,0,3,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,sf,1,1,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,sf,1,2,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,sf,1,3,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,sf,2,1,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,sf,2,2,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,sf,2,3,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,spec,0,1,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,spec,0,2,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,spec,0,3,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,spec,1,1,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,spec,1,2,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,spec,1,3,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,spec,2,1,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,spec,2,2,0.0,0.0,0,0,35
octave_measure_1,primitives_5x7,spec,2,3,0.0,0.0,0,0,35
octave_measure_1,primitives_5x8,sf,0,1,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,sf,0,2,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,sf,0,3,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,sf,1,1,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,sf,1,2,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,sf,1,3,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,sf,2,1,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,sf,2,2,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,sf,2,3,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,spec,0,1,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,spec,0,2,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,spec,0,3,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,spec,1,1,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,spec,1,2,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,spec,1,3,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,spec,2,1,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,spec,2,2,0.0,0.0,0,0,40
octave_measure_1,primitives_5x8,spec,2,3,0.0,0.0,0,0,40
octave_measure_1,primitives_6x8,sf,0,1,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,sf,0,2,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,sf,0,3,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,sf,1,1,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,sf,1,2,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,sf,1,3,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,sf,2,1,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,sf,2,2,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,sf,2,3,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,spec,0,1,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,spec,0,2,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,spec,0,3,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,spec,1,1,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,spec,1,2,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,spec,1,3,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,spec,2,1,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,spec,2,2,0.0,0.0,0,0,48
octave_measure_1,primitives_6x8,spec,2,3,0.0,0.0,0,0,48
octave_measure_1,primitives_8x5,sf,0,1,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,sf,0,2,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,sf,0,3,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,sf,1,1,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,sf,1,2,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,sf,1,3,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,sf,2,1,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,sf,2,2,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,sf,2,3,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,spec,0,1,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,spec,0,2,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,spec,0,3,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,spec,1,1,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,spec,1,2,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,spec,1,3,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,spec,2,1,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,spec,2,2,0.0,0.0,0,0,40
octave_measure_1,primitives_8x5,spec,2,3,0.0,0.0,0,0,40
numpy,primitives_16x18,sf,0,1,0.0,0.0,0,0,288
numpy,primitives_16x18,sf,0,2,0.0,0.0,0,0,288
numpy,primitives_16x18,sf,0,3,0.0,0.0,0,0,288
numpy,primitives_16x18,sf,1,1,0.0,0.0,0,0,288
numpy,primitives_16x18,sf,1,2,0.0,0.0,0,0,288
numpy,primitives_16x18,sf,1,3,0.0,0.0,0,0,288
numpy,primitives_16x18,sf,2,1,0.0,0.0,0,0,288
numpy,primitives_16x18,sf,2,2,0.0,0.0,0,0,288
numpy,primitives_16x18,sf,2,3,0.0,0.0,0,0,288
numpy,primitives_16x18,spec,0,1,0.0,0.0,0,0,288
numpy,primitives_16x18,spec,0,2,0.0,0.0,0,0,288
numpy,primitives_16x18,spec,0,3,0.0,0.0,0,0,288
numpy,primitives_16x18,spec,1,1,0.0,0.0,0,0,288
numpy,primitives_16x18,spec,1,2,0.0,0.0,0,0,288
numpy,primitives_16x18,spec,1,3,0.0,0.0,0,0,288
numpy,primitives_16x18,spec,2,1,0.0,0.0,0,0,288
numpy,primitives_16x18,spec,2,2,0.0,0.0,0,0,288
numpy,primitives_16x18,spec,2,3,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,sf,0,1,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,sf,0,2,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,sf,0,3,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,sf,1,1,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,sf,1,2,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,sf,1,3,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,sf,2,1,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,sf,2,2,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,sf,2,3,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,spec,0,1,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,spec,0,2,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,spec,0,3,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,spec,1,1,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,spec,1,2,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,spec,1,3,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,spec,2,1,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,spec,2,2,0.0,0.0,0,0,288
numpy_sqrt,primitives_16x18,spec,2,3,0.0,0.0,0,0,288
numpy,primitives_5x7,sf,0,1,0.0,0.0,0,0,35
numpy,primitives_5x7,sf,0,2,0.0,0.0,0,0,35
numpy,primitives_5x7,sf,0,3,0.0,0.0,0,0,35
numpy,primitives_5x7,sf,1,1,0.0,0.0,0,0,35
numpy,primitives_5x7,sf,1,2,0.0,0.0,0,0,35
numpy,primitives_5x7,sf,1,3,0.0,0.0,0,0,35
numpy,primitives_5x7,sf,2,1,0.0,0.0,0,0,35
numpy,primitives_5x7,sf,2,2,0.0,0.0,0,0,35
numpy,primitives_5x7,sf,2,3,0.0,0.0,0,0,35
numpy,primitives_5x7,spec,0,1,0.0,0.0,0,0,35
numpy,primitives_5x7,spec,0,2,0.0,0.0,0,0,35
numpy,primitives_5x7,spec,0,3,77.0,32.857142857142854,34,0,35
numpy,primitives_5x7,spec,1,1,0.0,0.0,0,0,35
numpy,primitives_5x7,spec,1,2,0.0,0.0,0,0,35
numpy,primitives_5x7,spec,1,3,74.0,31.742857142857144,34,0,35
numpy,primitives_5x7,spec,2,1,4.0,2.8285714285714287,34,0,35
numpy,primitives_5x7,spec,2,2,4.0,2.8285714285714287,34,0,35
numpy,primitives_5x7,spec,2,3,89.0,36.97142857142857,35,0,35
numpy_sqrt,primitives_5x7,sf,0,1,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,sf,0,2,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,sf,0,3,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,sf,1,1,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,sf,1,2,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,sf,1,3,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,sf,2,1,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,sf,2,2,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,sf,2,3,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,spec,0,1,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,spec,0,2,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,spec,0,3,77.0,32.857142857142854,34,0,35
numpy_sqrt,primitives_5x7,spec,1,1,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,spec,1,2,0.0,0.0,0,0,35
numpy_sqrt,primitives_5x7,spec,1,3,74.0,31.742857142857144,34,0,35
numpy_sqrt,primitives_5x7,spec,2,1,4.0,2.8285714285714287,34,0,35
numpy_sqrt,primitives_5x7,spec,2,2,4.0,2.8285714285714287,34,0,35
numpy_sqrt,primitives_5x7,spec,2,3,89.0,36.97142857142857,35,0,35
numpy,primitives_5x8,sf,0,1,0.0,0.0,0,0,40
numpy,primitives_5x8,sf,0,2,0.0,0.0,0,0,40
numpy,primitives_5x8,sf,0,3,255.0,123.8,31,0,40
numpy,primitives_5x8,sf,1,1,57.0,25.25,40,0,40
numpy,primitives_5x8,sf,1,2,56.0,24.625,39,0,40
numpy,primitives_5x8,sf,1,3,255.0,132.075,39,0,40
numpy,primitives_5x8,sf,2,1,214.0,108.275,40,0,40
numpy,primitives_5x8,sf,2,2,233.0,138.675,40,0,40
numpy,primitives_5x8,sf,2,3,255.0,132.2,35,0,40
numpy,primitives_5x8,spec,0,1,0.0,0.0,0,0,40
numpy,primitives_5x8,spec,0,2,0.0,0.0,0,0,40
numpy,primitives_5x8,spec,0,3,91.0,30.6,40,0,40
numpy,primitives_5x8,spec,1,1,0.0,0.0,0,0,40
numpy,primitives_5x8,spec,1,2,0.0,0.0,0,0,40
numpy,primitives_5x8,spec,1,3,103.0,34.35,40,0,40
numpy,primitives_5x8,spec,2,1,1.0,0.7,28,0,40
numpy,primitives_5x8,spec,2,2,1.0,0.725,29,0,40
numpy,primitives_5x8,spec,2,3,104.0,35.0,39,0,40
numpy_sqrt,primitives_5x8,sf,0,1,0.0,0.0,0,0,40
numpy_sqrt,primitives_5x8,sf,0,2,0.0,0.0,0,0,40
numpy_sqrt,primitives_5x8,sf,0,3,255.0,123.8,31,0,40
numpy_sqrt,primitives_5x8,sf,1,1,57.0,25.25,40,0,40
numpy_sqrt,primitives_5x8,sf,1,2,56.0,24.625,39,0,40
numpy_sqrt,primitives_5x8,sf,1,3,255.0,132.075,39,0,40
numpy_sqrt,primitives_5x8,sf,2,1,214.0,108.275,40,0,40
numpy_sqrt,primitives_5x8,sf,2,2,233.0,138.675,40,0,40
numpy_sqrt,primitives_5x8,sf,2,3,255.0,132.2,35,0,40
numpy_sqrt,primitives_5x8,spec,0,1,0.0,0.0,0,0,40
numpy_sqrt,primitives_5x8,spec,0,2,0.0,0.0,0,0,40
numpy_sqrt,primitives_5x8,spec,0,3,91.0,30.6,40,0,40
numpy_sqrt,primitives_5x8,spec,1,1,0.0,0.0,0,0,40
numpy_sqrt,primitives_5x8,spec,1,2,0.0,0.0,0,0,40
numpy_sqrt,primitives_5x8,spec,1,3,103.0,34.35,40,0,40
numpy_sqrt,primitives_5x8,spec,2,1,1.0,0.7,28,0,40
numpy_sqrt,primitives_5x8,spec,2,2,1.0,0.725,29,0,40
numpy_sqrt,primitives_5x8,spec,2,3,104.0,35.0,39,0,40
numpy,primitives_6x8,sf,0,1,0.0,0.0,0,0,48
numpy,primitives_6x8,sf,0,2,0.0,0.0,0,0,48
numpy,primitives_6x8,sf,0,3,0.0,0.0,0,0,48
numpy,primitives_6x8,sf,1,1,0.0,0.0,0,0,48
numpy,primitives_6x8,sf,1,2,0.0,0.0,0,0,48
numpy,primitives_6x8,sf,1,3,0.0,0.0,0,0,48
